Gene,MCF10A_Hypoxia_Log2,MCF12A_Hypoxia_Log2
NUDT17,0.160393416,0.139222575
NUDT18,0.023919777,0.073010992
NUDT19,0.082303532,-0.56483299
NUDT2,-0.0281977,0.788632603
NUDT21,-0.157798347,0.753793833
NUDT22,-0.13881736,0.592756909
NUDT3,-0.049280318,-0.433298365
NUDT4,0.625593735,-0.140800821
NUDT5,-0.939152832,-0.197070004
NUDT6,0.012275512,-0.222442745
NUDT7,-0.126782624,0.011445432
NUDT8,-0.160329226,0.255715406
NUDT9,-0.357559382,-0.12823261
NUF2,-0.048949704,1.158853102
NUFIP1,-0.262697706,-0.556819283
NUFIP2,0.581586399,0.276788991
NUGGC,0.04615955,0.087947429
NUMA1,0.58425432,0.059504457
NUMB,0.494001279,0.982445572
NUMBL,0.403110691,-0.250685125
NUP107,-0.726417845,0.265863954
NUP133,-0.47266698,0.178406297
NUP153,-0.003980053,-0.394226074
NUP155,-0.374099661,-0.445809079
NUP160,0.028194873,-0.173407686
NUP188,-0.634275482,0.520126424
NUP205,-0.10616319,0.726834768
NUP210,-0.825601452,0.386630206
NUP210L,0.008399581,-0.012482987
NUP214,0.042778907,-0.78763278
NUP35,-0.297372756,-0.398288626
NUP37,-0.547118858,0.269803894
NUP43,-0.132387896,-0.004657319
NUP50,-0.128271399,-0.060124076
NUP54,-0.069172021,-0.160424056
NUP58,0.339795672,1.732331306
NUP62,-0.113810609,-0.392725784
NUP62CL,0.114467903,-0.032874914
NUP85,-0.305298694,0.340307398
NUP88,-0.242631102,-0.241288319
NUP93,-0.921647189,0.181854299
NUP98,-0.27044526,-0.121523043
NUPL2,-0.231134971,-0.79851044
NUPR1,0.75918485,1.128785935
NUS1,0.107455785,-0.27774702
NUSAP1,-0.284360276,1.503247519
NUTF2,-0.363034625,0.591948554
NUTM2A,-0.115802471,-0.187353958
NUTM2B,-0.110801941,-0.065055192
NUTM2D,0.173879644,-0.662691189
NUTM2E,0.022495181,0
NUTM2G,0.010439889,0.011548248
NVL,-0.516729039,-0.313918799
NWD1,0.507799949,0.078208448
NXF1,-0.413952041,-0.188553346
NXN,0.304401671,0.259668183
NXNL1,0,-0.018684209
NXNL2,0.147872874,-0.015192002
NXPE3,-0.276202613,-0.346995139
NXPH3,0,-0.006254995
NXPH4,-0.28954365,0.634389454
NXT1,-0.587382497,-0.61183023
NXT2,-0.098505883,0.29185418
NYAP1,0.226328704,0.108244522
NYNRIN,0.016750541,-0.112393154
OAF,-0.543494522,-0.11857769
OARD1,-0.137007657,0.503690429
OAS1,0.030533735,-0.101110257
OAS2,-0.027606762,-0.004274362
OAS3,-0.130637032,-0.342236833
OASL,0.132840972,-0.202700187
OAT,-0.195912884,0.535385239
OAZ1,-0.331452,1.458248311
OAZ2,0.101238984,0.819418511
OAZ3,0.063935918,-0.070081462
OBSCN,1.248410037,-0.148300516
OBSL1,0.209493068,0.186190754
OCEL1,0.223785381,-0.18851237
OCIAD1,0.220301984,0.268101727
OCIAD2,-0.363490325,1.142625976
OCLM,0.002867477,-0.018684209
OCLN,0.24910066,0.198028266
OCRL,0.330838282,0.869864938
ODC1,-1.957271759,-0.985625017
ODCP,0.004874655,0.018302948
ODF2,0.106842707,0.551657567
ODF2L,0.498297047,0.129604086
ODF3B,0.24750614,-0.055777136
OFCC1,0,0
OFD1,0.437008175,-0.157581106
OGDH,-0.043753854,-0.998802363
OGDHL,-0.083706358,0.145274212
OGFOD1,-0.630506702,-0.780402184
OGFOD2,0.007320052,0.059768998
OGFOD3,-0.251055699,-0.415613331
OGFR,0.057691432,0.534708612
OGFRL1,-0.375191031,0.050790445
OGG1,-0.077757734,-0.068401465
OGT,0.579442489,-0.358401326
OIP5,-0.430086473,-0.029959627
OLA1,0.236885502,0.915858872
OLAH,-0.006681943,-0.024858883
OLFM1,-0.030061172,-0.006254995
OLFM2,-0.006845215,0.139420834
OLFML1,0,0
OLFML2A,0.184304373,0.839309926
OLFML2B,0.001457709,0.002621859
OLFML3,0.010983539,0.021225729
OLR1,0.009713097,0.115232745
OMA1,-0.384108176,-0.661797836
OMG,-0.021758308,-0.031007256
ONECUT1,0.008399581,0
ONECUT2,-0.01519615,-0.019535152
ONECUT3,0.249005779,0.015649647
OPA1,0.056453311,-0.040971258
OPA3,0.023697246,-0.10397881
OPHN1,0.040317116,0.446247325
OPLAH,0.032187243,-0.377964066
OPN1SW,0.067800907,0.187071585
OPN3,0.796646295,1.056691591
OPRD1,0.044766755,0.034183132
OPRK1,0.008399581,0
OPRL1,0.066214789,0.03548582
OPRM1,0.009621478,-0.015652041
OPTN,0.865520927,0.933648059
OR11A1,0,-0.006254995
OR2A7,0.127544556,-0.248192874
OR2B6,0,0
OR51E2,0.015845805,0.048142272
OR7D2,0.016779434,0.005437606
ORAI1,-0.191107985,-0.169060959
ORAI2,0.320567947,-0.427457341
ORAI3,0.842530537,0.302041464
ORAOV1,-0.088030484,-0.364467694
ORC1,-0.007865018,1.706334271
ORC2,-0.222367984,-0.269158439
ORC3,-0.089335208,-0.262618443
ORC4,0.025618101,-0.168976591
ORC5,-0.188971595,-0.42098982
ORC6,-0.382890433,0.420600351
ORMDL1,-0.178119131,0.531899464
ORMDL2,-0.324903202,0.005974335
ORMDL3,0.105737409,0.246772991
OS9,0.603102436,0.784486433
OSBP,0.30101791,0.19408669
OSBP2,1.133146385,0.292240386
OSBPL10,0.468000469,1.125340022
OSBPL11,-0.251278043,0.338261299
OSBPL1A,0.438946964,0.174753844
OSBPL2,-0.099721888,0.388896755
OSBPL3,0.167853073,-0.50040066
OSBPL5,0.230889729,0.156883917
OSBPL6,-0.264204392,0.538878064
OSBPL7,0.052155428,0.010139899
OSBPL8,0.616232581,0.600613104
OSBPL9,0.268067331,0.125751773
OSCAR,0.008399577,-0.037129555
OSCP1,-0.153729794,0.389016004
OSER1,0.195646893,2.021408776
OSGEP,-0.573694653,-0.017358459
OSGEPL1,-0.226361246,-0.534126359
OSGIN1,0.159590313,1.169790885
OSGIN2,0.0542316,0.630946137
OSMR,1.135031157,-0.361265753
OSR1,0.042270216,-0.126935586
OSR2,0,0.140873635
OST4,0.059827228,1.429550984
OSTC,0.098211294,0.56248288
OSTF1,0.293972651,0.830433473
OSTM1,-0.341352138,0.133417429
OTOA,0,0.027014277
OTOGL,0,0
OTUB1,-0.591117371,0.64969822
OTUB2,0.312666313,-0.200185866
OTUD1,0.142782939,0.714454518
OTUD3,-0.21552964,0.57119456
OTUD4,0.092674664,-0.790314941
OTUD5,-0.009240361,0.385670124
OTUD6B,-0.139502197,-0.822456412
OTUD7A,0.005588336,-0.019257144
OTUD7B,0.465245906,1.002990922
OTULIN,0.258567892,0.082350103
OTX1,-0.061633874,-0.187520603
OVCA2,-0.234854932,0.250790057
OVGP1,-0.031736981,0.150863814
OVOL1,0.105259903,0.010607503
OVOL2,-0.238212276,-0.029350201
OVOL3,0,0
OVOS2,-0.023595731,-0.006254995
OXA1L,-0.432180601,0.347492326
OXCT1,-0.211166452,0.740246146
OXCT2,-0.083752608,-0.060531181
OXER1,0.008399581,-0.012482987
OXLD1,-0.629275873,-0.888724881
OXNAD1,-0.356298933,-0.259824694
OXR1,0.357903543,1.24695405
OXSM,0.07595969,-0.111071399
OXSR1,0.432821131,0.812820586
OXTR,0.074910774,0.096179123
P2RX2,0,-0.006254995
P2RX4,0.449119838,0.063344564
P2RX5,-0.181308843,-0.347819591
P2RX6,0.016750541,-0.018684206
P2RX7,0.279885462,0.011462745
P2RY1,-0.032425946,0.005432
P2RY11,0.594460444,-0.037535843
P2RY2,0.326382206,0.076269358
P2RY6,-0.021758307,-0.196797083
P2RY8,0.02505344,0.014997737
P3H1,0.223936305,0.673718691
P3H2,0.634073845,0.909007476
P3H3,-0.100371216,0.417961666
P3H4,-0.152675267,-0.470295812
P4HA1,2.882363759,4.82008645
P4HA2,1.225212074,1.920059224
P4HA3,0.166871551,0.132884273
P4HB,0.71982516,1.311952425
P4HTM,0.239384795,-0.279897144
PA2G4,-0.760930382,0.028633973
PAAF1,0.031718359,-0.152106246
PABPC1,0.387192207,0.664508842
PABPC1L,-0.055373411,-0.363683895
PABPC3,0.016786179,0.002628515
PABPC4,0.055705293,0.522496482
PABPC4L,-0.030555404,0.019557875
PABPN1,0.106091255,0.572003527
PACRG,0.016750516,0.054447759
PACRGL,-0.13647181,-0.149347127
PACS1,0.313598381,0.697640634
PACS2,0.151999262,-0.365078214
PACSIN1,0.016750532,-0.006254997
PACSIN2,0.390564688,0.777959026
PACSIN3,0.032919255,-0.019481419
PADI1,0.251659989,0.75428324
PADI2,0.052156267,0.025577961
PADI3,0.112943703,-0.006254995
PADI4,0.008399581,0.021225729
PAF1,0.217877551,0.447829756
PAFAH1B1,-0.146743843,-0.483102567
PAFAH1B2,0.370751894,0.117403576
PAFAH1B3,-0.369780482,0.636810617
PAFAH2,-0.227460945,-0.613558489
PAG1,1.375254783,2.222101131
PAGR1,-0.621430305,-0.884460567
PAICS,0.122319061,0.234514671
PAIP1,-0.020681642,0.785599086
PAIP2,-0.118376275,0.727101505
PAIP2B,0.083148955,-0.055393429
PAK1,0.337661092,0.335026937
PAK1IP1,-0.668215439,-1.368303279
PAK2,0.271320127,0.481032389
PAK3,0.293738857,0.100659926
PAK4,0.326447322,1.2741674
PAK6,0.538052196,-0.276673085
PALB2,0.035986093,-0.983070955
PALD1,-0.01350292,0.018008792
PALLD,0.174917605,0.617303184
PALM,0.045049659,-0.000430531
PALM2,0.035977877,-0.049396052
PALM3,0,-0.006254995
PALMD,0.012683567,-0.655670688
PAM,1.385579134,1.694422764
PAM16,-0.28301784,0.585124029
PAMR1,0.041517237,0.080920069
PAN2,0.212259673,0.235060448
PAN3,0.472039918,0.568782298
PANK1,-0.01459757,-0.047079409
PANK2,-0.138138743,-0.384493772
PANK3,1.028149748,0.151305762
PANK4,-0.08829019,0.533607161
PANO1,-0.03075237,-0.041915405
PANX1,0.590876894,0.426977689
PANX2,0.425220817,0.491475162
PAOX,0.0280444,-0.039300544
PAPD4,0.459062751,0.033479736
PAPD5,0.235361718,0.998261464
PAPD7,0.051967332,0.949813933
PAPLN,-0.278964158,-0.377767046
PAPOLA,0.175228149,0.440226866
PAPOLG,-0.041942428,0.474624225
PAPPA,0.320719295,-0.324982137
PAPPA2,0,-0.027861295
PAPSS1,0.205724339,0.41664429
PAPSS2,0.408273559,0.543313658
PAQR3,-0.369779133,-0.214799479
PAQR4,-0.267721894,1.020069301
PAQR5,0.630958823,0.631840367
PAQR6,-0.100527617,-0.132224262
PAQR7,0.570473567,0.285484039
PAQR8,0.396942746,0.038582045
PARD3,0.46463615,1.101228886
PARD3B,-0.130119763,0.019557888
PARD6A,-0.081065363,0.025831921
PARD6B,0.079021269,0.247214056
PARD6G,0.165743688,0.079599378
PARG,-0.1445967,-0.274859686
PARK2,0.157424772,0.074660949
PARK7,-0.757044424,0.807302531
PARL,-0.192990079,-0.061123994
PARM1,0.065865946,0.021225729
PARN,-0.521170823,-0.258625105
PARP1,-0.988604899,-0.367669101
PARP10,0.620860209,-0.598610678
PARP11,0.09299418,-0.008340317
PARP12,0.047072789,-0.487374171
PARP14,0.367996665,-0.923724862
PARP15,-0.000546077,0.036274985
PARP16,0.297988993,0.789709571
PARP2,-0.296222652,0.977126443
PARP3,0.344282462,-0.161992404
PARP4,0.833675556,-0.261492013
PARP6,0.255950524,0.432394207
PARP8,0.370989421,-0.193073278
PARP9,-0.267299625,-0.926567462
PARPBP,-0.065647072,0.333830033
PARS2,-0.172025727,-0.673568237
PARVA,0.03201359,0.1891561
PARVB,-0.098362184,0.701560987
PASK,-0.220393544,0.240555401
PATE2,0.008446816,-0.013169347
PATE4,0,-0.007054802
PATJ,1.060524699,1.125161026
PATL1,0.412572824,1.221216596
PATL2,0.026083494,-0.003902404
PATZ1,-0.301104583,-0.420966205
PAWR,0.277268037,0.087601638
PAX2,0,0
PAX5,-0.025576989,0.006015412
PAX6,-0.00684519,0.026292915
PAX8,0.209278622,-0.104033942
PAX9,0.235111733,-0.194431583
PAXBP1,0.198077474,0.218122178
PAXIP1,-0.350175195,-0.363119935
PBDC1,-0.084819591,-0.246939647
PBK,-0.501070901,1.107461144
PBLD,0.050126144,0.113050463
PBRM1,0.105121484,0.089214532
PBX1,0.107970868,-0.257830109
PBX2,0.497818865,0.796681489
PBX3,0.280889583,1.078247922
PBX4,-0.052909538,-0.02482537
PBXIP1,0.99955966,0.796044783
PC,0.430081063,0.404056759
PCBD1,-0.208198447,0.79789597
PCBD2,-0.187589641,-0.126944463
PCBP1,-0.160216262,0.547809746
PCBP2,0.363319772,0.970322479
PCBP3,0.736512535,0.448248313
PCBP3-OT1,0.269615953,0.071088153
PCBP4,0.173890185,0.562843555
PCCA,-0.072724871,0.361132749
PCCB,-0.641136754,0.430824493
PCDH1,0.173182606,0.281783138
PCDH10,0,-0.018684209
PCDH11X,0.008399579,0
PCDH11Y,0,-0.02527356
PCDH12,0.023237298,-0.01632265
PCDH15,0.033561654,0.114315246
PCDH17,-0.00684519,-0.006254995
PCDH18,-0.059893707,0
PCDH19,0.016750549,0
PCDH20,-0.038412167,0
PCDH7,0.439834163,-0.367963968
PCDH9,0.125640645,0.888932294
PCDHA1,0,0.070505023
PCDHA10,0.070520411,0.080471704
PCDHA11,0.109616289,-0.03308664
PCDHA12,-0.048846192,-0.182120672
PCDHA3,0.016750541,-0.027200571
PCDHA4,0.136710523,0.043940487
PCDHA5,0.016750541,0
PCDHA6,0.03513448,-0.138923371
PCDHA7,-0.024731637,-0.040981248
PCDHA9,0.062600508,-0.006296874
PCDHAC1,0.212044769,-0.022105777
PCDHAC2,-0.071157937,-0.012482987
PCDHB1,0.019749801,0.012984006
PCDHB10,0.092337654,-0.052813907
PCDHB11,0.058613527,0.028441898
PCDHB12,0.06817584,-0.039042489
PCDHB13,0.155323357,-0.115268452
PCDHB14,0.315888641,-0.092710085
PCDHB15,0.005321532,-0.016556578
PCDHB16,0.134927295,-0.03202269
PCDHB18P,0.041517229,-0.021815961
PCDHB2,0.004852812,0.018556358
PCDHB3,-0.005842318,-0.006254995
PCDHB4,0.010983539,0.019557875
PCDHB5,0.011674135,0
PCDHB6,0.02505344,0.035104791
PCDHB7,0.017921515,0.048192764
PCDHB8,0.00925979,-0.019621992
PCDHB9,0.057849351,-0.077706551
PCDHGA1,-0.036351251,0.017318228
PCDHGA10,0.157290047,-0.126582764
PCDHGA11,0.046774283,0.137098887
PCDHGA12,-0.016994014,0
PCDHGA2,-0.030061207,0
PCDHGA3,0.019160229,0
PCDHGA4,0.030593562,0.025577769
PCDHGA5,-0.038397845,-0.054503696
PCDHGA6,0.03221772,-0.066376228
PCDHGA7,0.003250765,0.027667267
PCDHGA8,0.0624737,-0.031737342
PCDHGA9,0.028987663,-0.056250049
PCDHGB1,-0.013335173,-0.156803816
PCDHGB2,-0.019878048,-0.038192341
PCDHGB3,0.016750541,-0.053869158
PCDHGB4,0,-0.006875513
PCDHGB5,0.183263438,-0.022994822
PCDHGB6,0.0078597,-0.0401593
PCDHGB7,0.343166026,-0.250724053
PCDHGC3,-0.15510322,-0.161240686
PCDHGC4,0.015835214,0.163463548
PCDHGC5,0.030687331,0.062585739
PCED1A,-0.180145298,-0.148356797
PCED1B,0.340050441,-0.083075312
PCF11,0.792094859,1.304997552
PCGF1,0.022587779,0.505753542
PCGF2,0.084859842,0.649283038
PCGF3,0.463084971,0.377313211
PCGF5,0.460531672,0.823733268
PCGF6,-0.346125268,-0.289449263
PCID2,-0.146454503,-0.005491936
PCIF1,-0.003818734,-0.311219993
PCK2,-0.023721997,-0.238941866
PCLAF,0.13398176,0.817732503
PCLO,0.012212992,-0.343392166
PCM1,0.404843146,0.643303623
PCMT1,-0.244870252,0.972969912
PCMTD1,0.835334892,0.923423912
PCMTD2,0.067098768,-0.672451551
PCNA,-1.616996432,-0.100869052
PCNP,0.512410259,0.721787182
PCNT,-0.083472067,-0.21180803
PCNX1,0.46870994,0.703177397
PCNX2,0.210215437,-0.00360775
PCNX3,-0.665891998,-0.628257022
PCNX4,0.439360724,-0.220691422
PCOLCE,0.260786278,0.440624693
PCOLCE2,0.146874016,0.104321247
PCOTH,-0.00684519,-0.022172879
PCP2,0.097704538,0.048192815
PCP4L1,0.016750541,0
PCSK1,0.459157268,-0.094445299
PCSK1N,-0.151151128,0.087190105
PCSK2,0,0
PCSK4,0.239986575,0.201390611
PCSK5,0.37620887,1.511707755
PCSK6,-0.361188961,-0.365419097
PCSK7,-0.500593506,-0.286116223
PCSK9,0,0.777779121
PCTP,0.199900682,0.351843585
PCYOX1,1.12753963,0.573109698
PCYOX1L,-0.402213168,-0.675326013
PCYT1A,-0.124507635,-0.6315621
PCYT1B,0.047177182,0.041962038
PCYT2,0.094167183,-0.146915768
PDAP1,-0.463242509,0.314517802
PDCD10,0.103339652,0.548001531
PDCD11,-0.469001846,-1.776765466
PDCD1LG2,-0.038406463,-0.120220387
PDCD2,-0.36015883,0.016563989
PDCD2L,-0.418926996,-0.362831281
PDCD4,0.474613391,0.072159444
PDCD5,-0.42433776,0.629032056
PDCD6,-0.243142275,-0.066036588
PDCD6IP,0.445181575,0.701622941
PDCD7,0.062587064,0.211846098
PDCL,-0.073001461,0.244398319
PDCL3,-0.505615397,-0.214196131
PDDC1,-0.009402724,-0.343222721
PDE10A,-0.023595731,0.055627531
PDE11A,-0.034117834,0.061121013
PDE12,-0.477928984,-0.58105673
PDE1A,-0.023595723,-0.018684177
PDE1B,0,-0.031210994
PDE1C,0.049719918,-0.019061143
PDE2A,-0.005294502,-0.055369622
PDE3A,0.008399581,0.027480724
PDE3B,-0.032050445,-0.031113411
PDE4A,0.074522721,-0.030504451
PDE4B,0.332159885,0.00759244
PDE4C,-0.019496278,0.158449059
PDE4D,0.863605619,0.889078292
PDE4DIP,0.699304369,0.455190011
PDE5A,0.045063355,-0.031477025
PDE6A,0.041918582,-0.037254888
PDE6B,0.034051944,-0.013758089
PDE6C,0.016750541,0.088230947
PDE6D,-0.213551494,0.320824158
PDE6G,0.025053398,0
PDE7A,0.374390755,0.440103303
PDE7B,0.011321474,-0.01869755
PDE8A,0.332573141,0.009291393
PDE8B,0.132809318,-0.091716839
PDE9A,0.008399581,-0.01248297
PDF,-0.505034084,-0.523139512
PDGFA,-0.048753908,-0.140049283
PDGFB,0.043704084,0.583238012
PDGFC,0.505666692,0.399171501
PDGFD,-0.296293728,-0.015745211
PDGFRA,0,0.021225729
PDGFRB,0.042270216,0.002621834
PDGFRL,-0.047657972,0
PDHA1,-0.54897518,0.066217565
PDHB,-0.323026598,-0.259541014
PDHX,0.013181678,0.645812843
PDIA2,-0.01519615,0
PDIA3,0.260275033,1.160354517
PDIA4,-0.10074713,0.598587064
PDIA5,0.212173244,0.390887141
PDIA6,0.178764765,1.406656504
PDIK1L,0.058355753,0.071805415
PDK1,1.164651003,2.4038872
PDK2,-0.243798848,-0.515323876
PDK3,0.183753094,0.884372748
PDK4,0.111709007,2.305435415
PDLIM1,0.386547773,0.657613941
PDLIM2,0.26507266,1.074386275
PDLIM3,-0.005294502,0.035734034
PDLIM4,-0.117148699,0.257201459
PDLIM5,0.656516821,1.059931575
PDLIM7,-0.038683539,0.152669188
PDP1,-0.178979057,-0.824431089
PDP2,0.171526799,-0.360926298
PDPK1,0.083788303,0.32221105
PDPK2P,0.298454561,-0.168911217
PDPN,0.561279787,0.06996587
PDPR,0.217256621,-0.786982247
PDRG1,-0.345464409,0.38674159
PDS5A,0.443221485,0.647863258
PDS5B,0.057299469,-0.056805947
PDSS1,-0.37199978,-0.386278674
PDSS2,-0.029409031,0.644426187
PDX1,-0.023595731,-0.018684209
PDXDC1,0.144090134,0.74727792
PDXDC2P,0.441017285,0.083522062
PDXK,0.241153003,0.489516286
PDXP,-0.781012617,2.338024613
PDZD11,-0.029287408,0.64686996
PDZD2,0.856866186,-0.9046575
PDZD4,0.057795287,0.07466499
PDZD7,-0.111562002,0.062855123
PDZD8,0.435964428,0.112705938
PDZK1,0.094659959,0.005315436
PDZK1IP1,0.586170843,0.209653852
PDZRN3,-0.023595731,0
PEA15,0.388281146,0.891270226
PEAK1,0.351055078,0.377728869
PEAR1,0.334173614,0.031512404
PEBP1,-0.341129094,0.925076935
PECAM1,0.130311467,0.029581894
PECR,0.04172042,0.161781223
PEF1,-0.388898565,0.493890842
PEG10,0.546947739,0.995994039
PELI1,0.238211354,0.382123066
PELI2,-0.046811747,-0.092739778
PELI3,-0.190535939,-0.133303892
PELO,0.339788754,1.279087576
PELP1,-0.119259522,-0.888145941
PEMT,-0.292791714,0.789632
PEPD,-0.269870105,0.409469597
PER1,0.949928729,3.019943448
PER2,0.146965535,-0.025482146
PER3,-0.056503855,-0.211688299
PERM1,0.055414644,-0.052037144
PERP,0.744353023,1.10313089
PES1,-0.076220343,-0.206411866
PET100,-0.260052229,0.83255927
PET117,-0.13773506,-0.1182509
PEX1,0.142884984,-0.660441386
PEX10,0.240913696,-0.254887372
PEX11A,0.459277689,0.072280279
PEX11B,-0.248976582,-0.78644324
PEX11G,-0.083706408,-0.073496014
PEX12,0.143152847,-0.220309147
PEX13,0.378305769,0.69034939
PEX14,0.079165212,0.675097782
PEX16,-0.415807741,0.403020248
PEX19,-0.030524312,-0.403195724
PEX2,-0.001712654,0.458293942
PEX26,0.028714378,-0.334210098
PEX3,-0.235062161,0.223953446
PEX5,-0.172547423,-0.163966319
PEX5L,-0.001834619,0.035803364
PEX6,-0.067606877,-0.488671918
PEX7,-0.056621909,-0.065066615
PFAS,-0.923928951,-1.311919342
PFDN1,-0.116312204,0.371914029
PFDN2,-0.813154702,0.150066553
PFDN4,0.006853279,0.540210586
PFDN5,0.003527989,1.374219955
PFDN6,-0.424468296,-0.745824795
PFKFB1,0.008399581,0
PFKFB2,-0.480396254,0.118739
PFKFB3,1.188127145,3.990990551
PFKFB4,2.062266267,3.068230323
PFKL,0.569208484,0.910802409
PFKM,-0.314042129,0.144999736
PFKP,1.611031834,2.000597233
PFN1,0.006417595,1.272545423
PFN2,-0.142790628,0.657889928
PFN4,-0.011864792,0.002621834
PGAM1,0.528943673,2.723809604
PGAM4,0.021795848,0.058502372
PGAM5,-0.991263158,-0.523990908
PGAP1,0.51228555,0.239415185
PGAP2,-0.028203644,0.055000873
PGAP3,-0.057505209,0.034370671
PGBD1,-0.026617104,-0.00089127
PGBD2,-0.252441264,-0.394435983
PGBD4,-0.092382371,-0.202257919
PGBD5,-0.016261668,-0.457825809
PGD,-0.336754776,0.739271576
PGF,1.455022918,3.583301311
PGGHG,0.062485303,-0.195963779
PGGT1B,0.385338398,-0.215864961
PGK1,1.657147111,2.472396511
PGLS,0.185142029,0.514308116
PGLYRP1,0,-0.012482987
PGM1,0.686876815,1.34415078
PGM2,0.480257629,1.64071142
PGM2L1,0.330670107,0.456626694
PGM3,0.512005413,0.537533997
PGM5,0.057045991,0.071425035
PGP,-0.904173555,0.219588335
PGPEP1,0.577369878,1.003764425
PGR,-0.01519615,0
PGRMC1,0.376176771,1.028409357
PGRMC2,0.504857733,0.939694509
PGS1,-0.131330854,-0.184262838
PHACTR1,0.043623291,-0.033885457
PHACTR2,0.139468151,-0.700118408
PHACTR3,-0.102291136,0.008796515
PHACTR4,0.170362258,-0.295236939
PHAX,-0.08734939,-0.422050766
PHB,-0.640087868,-0.373157647
PHB2,-0.463770695,0.670440917
PHC1,0.078541836,0.352942417
PHC2,0.069977437,-0.031908107
PHC3,1.188643701,0.540555299
PHEX,0.156879004,-0.108189266
PHF1,0.62890332,2.100034129
PHF10,0.423005784,0.95216364
PHF11,0.207828123,-0.059278587
PHF12,-0.266039389,-0.485479311
PHF13,0.201653887,1.523700625
PHF14,0.462142605,-0.045771454
PHF19,-0.17023784,0.923921821
PHF2,-0.247848901,0.463741127
PHF20,0.672712065,0.354933295
PHF20L1,-0.232763281,0.147114813
PHF21A,1.208814279,1.723533445
PHF21B,0,-0.006254996
PHF23,-0.013753529,-0.707222282
PHF3,0.902047256,0.961197673
PHF5A,-0.374370067,0.183850371
PHF6,0.180990283,0.321161196
PHF7,-0.048000933,-0.141487409
PHF8,-0.345529979,-0.369841884
PHGDH,-0.272470486,-0.122796387
PHIP,0.33144385,0.928973332
PHKA1,0.286195636,0.234698694
PHKA2,-0.247668242,0.18075876
PHKB,-0.100257116,-0.200118447
PHKG1,0.043721769,-0.028899373
PHKG2,-0.311787098,-0.090370901
PHLDA1,1.053785795,-1.269789007
PHLDA2,-0.411489557,1.495217131
PHLDA3,-0.03384204,0.37223705
PHLDB1,0.113879261,-0.075027419
PHLDB2,0.854400039,0.142966538
PHLDB3,0.286225488,0.030043174
PHLPP1,0.075734101,0.482446597
PHLPP2,-0.108364961,-0.116375213
PHOSPHO1,-0.023595731,0
PHOSPHO2,-0.067098749,-0.099968607
PHPT1,0.060291795,1.370519915
PHRF1,-0.043866977,-0.381224085
PHTF1,-0.21975379,0.150250374
PHTF2,0.316380098,0.607398787
PHYH,-0.068965287,0.188949056
PHYHD1,0.011815612,0.029588869
PHYHIP,0.051470612,-0.09732143
PHYKPL,0.687959708,-0.586452695
PI15,0.008399581,0.021225729
PI3,-0.034653707,1.420768149
PI4K2A,0.21164212,1.793114513
PI4K2B,0.020674737,0.548139138
PI4KA,-0.307416746,0.082149458
PI4KAP1,0.096007412,0.65848157
PI4KAP2,0.068237662,0.64580366
PI4KB,0.035335748,0.843707112
